,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,eventclass_no_number,last_token_id
1317,Ede,0,33-1,7259-7262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1318,specerijen,0,33-2,7263-7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1319,Nagelen,0,33-3,7274-7281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1320,",",0,33-4,7282-7283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1321,Nooten,0,33-5,7284-7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1322,ende,0,33-6,7291-7295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1323,foelije,0,33-7,7296-7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1324,waren,0,33-8,7304-7309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1325,meer,0,33-9,7310-7314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1326,dan,0,33-10,7315-7318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1327,50,0,33-11,7319-7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1328,.,0,33-12,7322-7323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1329,Rcento,0,33-13,7324-7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1330,in,0,33-14,7331-7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1331,prijs,0,33-15,7334-7339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1332,gedaelt,0,33-16,7340-7347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1333,",",0,33-17,7348-7349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1334,conden,0,33-18,7350-7356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1335,geene,0,33-19,7357-7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1336,vercoopen,isOfType,33-20,7363-7372,Selling,['33-19'],None,None,None,None,None,None,None,None,None,None,vercoopen,['33-20'],Selling,33-20
1337,",",0,33-21,7373-7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1338,dan,0,33-22,7375-7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1339,tot,0,33-23,7379-7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1340,leegen,0,33-24,7383-7389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1341,Phris,0,33-25,7390-7395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1342,Ambeine,0,34-1,7396-7403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1343,Banda,0,34-2,7404-7409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1344,Js,0,35-1,7410-7412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1345,Almigon,0,35-2,7413-7420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1346,eicht,0,35-3,7421-7426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1347,bij,0,35-4,7427-7430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1348,paliacatte,0,35-5,7431-7441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1349,drijuen,0,35-6,7442-7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1350,d'Engelschen,0,35-7,7450-7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1351,Engelschen,0,35-7.1,7452-7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1352,haren,0,35-8,7463-7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1353,handel,0,35-9,7469-7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1354,",",0,35-10,7476-7477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1355,welcke,0,35-11,7478-7484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1356,plaetse,0,35-12,7485-7492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1357,haer,0,35-13,7493-7497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1358,soo,0,35-14,7498-7501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1359,:,0,35-15,7502-7503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1360,dienstich,0,35-16,7504-7513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1361,is,0,35-17,7514-7516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1362,",",0,35-18,7517-7518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1363,als,0,35-19,7519-7522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1364,ons,0,35-20,7523-7526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1365,Paliacatte,0,35-21,7527-7537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1366,.,0,35-22,7538-7539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1367,Op,0,35-23,7540-7542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1368,haer,0,35-24,7543-7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1369,versouck,0,35-25,7548-7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1370,is,0,35-26,7557-7559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1371,d'onse,0,35-27,7560-7566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1372,den,0,35-28,7567-7570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1373,handel,0,35-29,7571-7577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1374,aldaer,0,35-30,7578-7584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1375,verboden,0,35-31,7585-7593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1376,",",0,35-32,7594-7595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1377,hebben,0,35-33,7596-7602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1378,daer,0,35-34,7603-7607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1379,een,0,35-35,7608-7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1380,steenen,0,35-36,7612-7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1381,Huijs,0,35-37,7620-7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1382,geboudt,*,35-38,7626-7633,Miscellaneous,['35-36[118]'],None,None,None,None,None,None,None,None,None,None,geboudt,['35-38'],Miscellaneous,35-38
1383,met,0,35-39,7634-7637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1384,een,0,35-40,7638-7641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1385,aerden,0,35-41,7642-7648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1386,weal,0,35-42,7649-7653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1387,omtrocken,0,35-43,7654-7663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1388,",",0,35-44,7664-7665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1389,ende,0,35-45,7666-7670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1390,geuen,0,35-46,7671-7676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1391,-,0,35-47,7677-7678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1392,.,0,35-48,7679-7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1393,uijt,0,35-49,7681-7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1394,aldaer,0,35-50,7686-7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1395,fortificeren,0,35-51,7693-7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1396,sullen,0,35-52,7706-7712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1397,Met,0,36-1,7713-7716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1398,onse,0,36-2,7717-7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1399,Jongste,0,36-3,7722-7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1400,is,0,36-4,7730-7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1401,uEd,0,36-5,7733-7736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1402,:,0,36-6,7737-7738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1403,geaduiseert,0,36-7,7739-7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1404,hoe,0,36-8,7751-7754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1405,van,0,36-9,7755-7758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1406,hier,0,36-10,7759-7763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1407,door,0,36-11,7764-7768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1408,de,0,36-12,7769-7771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1409,Strate,0,36-13,7772-7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1410,van,0,36-14,7779-7782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1411,Mallacca,0,36-15,7783-7791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1412,nae,0,36-16,7792-7795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1413,Masilipats,0,36-17,7796-7806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1414,.,0,36-18,7807-7808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1415,geboorden,isOfType,36-19,7809-7818,Transportation,['36-27[125]'],None,None,None,None,None,None,['36-10[120]'],['36-17[122]'],None,['36-21[124]'],geboorden,['36-19'],Transportation,36-19
1416,hadden,0,36-20,7819-7825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1417,t,0,36-21,7826-7827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1418,',0,36-22,7828-7829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1419,Jacht,0,36-23,7830-7835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1420,Wedenblycq,0,36-24,7836-7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1421,met,0,36-25,7847-7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1422,een,0,36-26,7851-7854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1423,Capitael,0,36-27,7855-7863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1424,van,0,36-28,7864-7867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1425,l,0,36-29,7868-7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1426,120885,0,36-30,7870-7876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1427,„,0,36-31,7877-7878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1428,15,0,36-32,7879-7881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1429,„,0,36-33,7882-7883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1430,Waer,0,36-34,7884-7888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1431,mede,0,36-35,7889-7893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1432,oock,0,36-36,7894-7898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1433,ouergegaen,isOfType,36-37,7899-7909,Transportation,"['36-40[126]', '36-40[127]']",None,None,None,None,None,None,['36-10[119]'],['36-17[121]'],None,['36-21[123]'],ouergegaen,['36-37'],Transportation,36-37
1434,is,0,36-38,7910-7912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1435,",",0,36-39,7913-7914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1436,Mousabeeck,0,36-40,7915-7925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1437,",",0,36-41,7926-7927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1438,Ambassadeur,0,36-42,7928-7939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1439,des,0,36-43,7940-7943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1440,Conincks,0,36-44,7944-7952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1441,van,0,36-45,7953-7956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1442,Pertia,0,36-46,7957-7963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1443,.,0,36-47,7964-7965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1444,Onise,0,36-48,7966-7971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1445,cruijssende,0,36-49,7972-7983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1446,Jachten,0,36-50,7984-7991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1447,hebben,0,36-51,7992-7998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1448,t'selue,0,36-52,7999-8006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1449,den,0,36-53,8007-8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1450,35e,0,36-54,8011-8014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1451,Octob,0,36-55,8015-8020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1452,.,0,36-56,8021-8022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1453,pasto,0,36-57,8023-8028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1454,.,0,36-58,8029-8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1455,omtrent,0,36-59,8031-8038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1456,ppoulo,0,36-60,8039-8045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1457,-,0,36-61,8046-8047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1458,Vercelaer,0,36-62,8048-8057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1459,bij,0,36-63,8058-8061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1460,Noorden,0,36-64,8062-8069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1461,Mallacca,0,36-65,8070-8078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1462,gerescontreert,0,36-66,8079-8093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1463,.,0,36-67,8094-8095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1464,Waer,0,36-68,8096-8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1465,ouer,0,36-69,8101-8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1466,aipvarent,0,36-70,8106-8115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1467,is,0,36-71,8116-8118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1468,",",0,36-72,8119-8120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1469,dat,0,36-73,8121-8124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1470,een,0,36-74,8125-8128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1471,spoedige,0,36-75,8129-8137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1472,reijs,0,36-76,8138-8143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1473,doen,0,36-77,8144-8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1474,sal,0,36-78,8149-8152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1475,",",0,36-79,8153-8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1476,twelck,0,36-80,8155-8161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1477,Godt,0,36-81,8162-8166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1478,gene,0,36-82,8167-8171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1479,dr,0,36-83,8172-8174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1480,21e,0,37-1,8175-8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1481,.,0,37-2,8179-8180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1482,Septembris,0,37-3,8181-8191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1483,pasen,0,37-4,8192-8197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1484,.,0,37-5,8198-8199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1485,was,0,37-6,8200-8203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1486,t'Jacht,0,37-7,8204-8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1487,Jacht,0,37-7.1,8206-8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1488,Grombershanen,0,37-8,8212-8225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1489,van,0,37-9,8226-8229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1490,Masilivas,0,37-10,8230-8239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1491,.,0,37-11,8240-8241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1492,naer,0,37-12,8242-8246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1493,Arraccan,0,37-13,8247-8255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1494,vertrocken,isOfType,37-14,8256-8266,Voyage,None,['37-7[128]'],None,None,None,None,['37-17[129]'],['37-10'],['37-13'],None,None,vertrocken,['37-14'],Voyage,37-14
1495,met,0,37-15,8267-8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1496,een,0,37-16,8271-8274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1497,Cargasoen,0,37-17,8275-8284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1498,van,0,37-18,8285-8288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1499,ƒ,0,37-19,8289-8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1500,3900,0,37-20,8291-8295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1501,.,0,37-21,8296-8297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1502,om,0,37-22,8298-8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1503,tselue,0,37-23,8301-8307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1504,aen,0,37-24,8308-8311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1505,blauen,0,37-25,8312-8318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1506,",",0,37-26,8319-8320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1507,otterijs,0,37-27,8321-8329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1508,te,0,37-28,8330-8332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1509,besteden,isOfType,37-29,8333-8341,Buying[164]|Selling[165],['37-25[131]|37-19[130]'],None,None,None,None,None,None,None,None,None,None,besteden,['37-29'],Buying,37-29
1510,",",0,37-30,8342-8343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1511,met,0,37-31,8344-8347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1512,ordre,0,37-32,8348-8353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1513,dat,0,37-33,8354-8357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1514,tegen,0,37-34,8358-8363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1515,hal,0,37-35,8364-8367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1516,ff,0,37-36,8368-8370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1517,December,0,37-37,8371-8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1518,weder,0,37-38,8380-8385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1519,voor,0,37-39,8386-8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1520,Masilipats,0,37-40,8391-8401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1521,.,0,37-41,8402-8403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1522,Keere,0,37-42,8404-8409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1523,.,0,37-43,8410-8411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1524,uo,0,37-44,8412-8414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1525,16en,0,38-1,8415-8419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1526,.,0,38-2,8420-8421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1527,Decemb,0,38-3,8422-8428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1528,.,0,38-4,8429-8430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1529,passaco,0,38-5,8431-8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1530,hebben,0,38-6,8439-8445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1531,van,0,38-7,8446-8449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1532,hier,0,38-8,8450-8454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1533,naer,0,38-9,8455-8459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1534,Amboina,0,38-10,8460-8467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1535,",",0,38-11,8468-8469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1536,ende,0,38-12,8470-8474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1537,Gaudamet,0,38-13,8475-8483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1538,Gauda,0,38-13.1,8475-8480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1539,de,0,38-14,8484-8486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1540,Noodige,0,38-15,8487-8494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1541,comptanten,0,38-16,8495-8505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1542,coopmanschappen,0,38-17,8506-8521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1543,ende,0,38-18,8522-8526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1544,prouisien,0,38-19,8527-8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1545,gesonden,*,38-20,8537-8545,Transportation,['38-13[132]'],None,None,None,None,None,None,['38-8'],['38-10'],None,['38-21[133]'],gesonden,['38-20'],Transportation,38-20
1546,de,0,38-21,8546-8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1547,Schepen,0,38-22,8549-8556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1548,Suijdthollandt,0,38-23,8557-8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1549,ende,0,38-24,8572-8576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1550,den,0,38-25,8577-8580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1551,Arent,0,38-26,8581-8586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1552,",",0,38-27,8587-8588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1553,met,0,38-28,8589-8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1554,ordre,0,38-29,8593-8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1555,dat,0,38-30,8599-8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1556,in,0,38-31,8603-8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1557,compen,0,38-32,8606-8612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1558,.,0,38-33,8613-8614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1559,Amboina,0,38-34,8615-8622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1560,sullen,0,38-35,8623-8629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1561,aendoen,0,38-36,8630-8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1562,",",0,38-37,8638-8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1563,ende,0,38-38,8640-8644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1564,dat,0,38-39,8645-8648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1565,het,0,38-40,8649-8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1566,Shp,0,38-41,8653-8656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1567,Hollandt,0,38-42,8657-8665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1568,van,0,38-43,8666-8669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1569,daer,0,38-44,8670-8674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1570,voorts,0,38-45,8675-8681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1571,naer,0,38-46,8682-8686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1572,Banda,0,38-47,8687-8692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
1573,sal,0,38-48,8693-8696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Span
