,Unnamed: 0,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
148,148,aanzoe,isOfType,10-20,7875-7881,Request[182],['10-19'],['10-1'],,,,,,,,,,aanzoe k,"['10-20', '10-21']","De Franschen hebben zoo men hoord niet veel geld meede gebragt , en zullen dus ongetwijffeld spoedig bij ons [ aanzoe k ] er om doen , en wij zullen het hen , om het groot nut , 't geen wij in",Request,10-21
149,149,k,isOfType,10-21,7882-7883,Request[182],['10-19'],['10-1'],,,,,,,,,,aanzoe k,"['10-20', '10-21']","De Franschen hebben zoo men hoord niet veel geld meede gebragt , en zullen dus ongetwijffeld spoedig bij ons [ aanzoe k ] er om doen , en wij zullen het hen , om het groot nut , 't geen wij in",Request,10-21
150,150,verblijf,evokes,10-46,7984-7992,BeingAtAPlace,['10-45'],,['10-47'],,,,,,,,,verblijf,['10-46'],"wij zullen het hen , om het groot nut , 't geen wij in den tegenwoordigen tijd van hun [ verblijf ] in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet moge verminderd",BeingAtAPlace,10-46
151,151,Verzoeken,isOfType,10-57,8045-8054,Request,,['10-56'],,,,,,,,,,Verzoeken,['10-57'],"geen wij in den tegenwoordigen tijd van hun verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij [ Verzoeken ] derhalven dat onze eisch van geld niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij",Request,10-57
152,152,eisch,evokes,10-61,8074-8079,Request,,['10-56'],,,,,,,,,,eisch,['10-61'],"tegenwoordigen tijd van hun verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze [ eisch ] van geld niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood",Request,10-61
153,153,Vertier,evokes,10-72,8131-8138,Trade[183],['10-75'],,,,,,,,,,,Vertier is van koopmanschappen,"['10-72', '10-73', '10-74', '10-75']","kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet moge verminderd Worden , alzo er geen [ Vertier is van koopmanschappen ] en wij in tijd van rood bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding",Trade,10-75
154,154,is,evokes,10-73,8139-8141,Trade[183],['10-75'],,,,,,,,,,,Vertier is van koopmanschappen,"['10-72', '10-73', '10-74', '10-75']","kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet moge verminderd Worden , alzo er geen [ Vertier is van koopmanschappen ] en wij in tijd van rood bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding",Trade,10-75
155,155,van,evokes,10-74,8142-8145,Trade[183],['10-75'],,,,,,,,,,,Vertier is van koopmanschappen,"['10-72', '10-73', '10-74', '10-75']","kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet moge verminderd Worden , alzo er geen [ Vertier is van koopmanschappen ] en wij in tijd van rood bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding",Trade,10-75
156,156,koopmanschappen,evokes,10-75,8146-8161,Trade[183],['10-75'],,,,,,,,,,,Vertier is van koopmanschappen,"['10-72', '10-73', '10-74', '10-75']","kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet moge verminderd Worden , alzo er geen [ Vertier is van koopmanschappen ] en wij in tijd van rood bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding",Trade,10-75
157,157,zonder,evokes,10-86,8216-8222,Giving[184],['10-84'],['10-83'],,,,['10-77'],,,,,,zonder Vinder,"['10-86', '10-87']","Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood bij partikulieren Weinig geld [ zonder Vinder ] . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar kommandeerenden",Giving,10-87
158,158,Vinder,evokes,10-87,8223-8229,Giving[184],['10-84'],['10-83'],,,,['10-77'],,,,,,zonder Vinder,"['10-86', '10-87']","Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood bij partikulieren Weinig geld [ zonder Vinder ] . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar kommandeerenden",Giving,10-87
159,159,verovering,isOfType,10-96,8270-8280,TakingUnderControl,['10-98'],,,,,,,,,,,verovering,['10-96'],"wij in tijd van rood bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding erlangden Wegens de [ verovering ] van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar kommandeerenden Engelschen officier , Waar bij hij hem Verzogt dat de",TakingUnderControl,10-96
160,160,kommandeerenden,isOfType,10-106,8349-8364,BeingLeader,['10-107'],,['10-105'],,,,,,,,,kommandeerenden,['10-106'],"Vinder . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar [ kommandeerenden ] Engelschen officier , Waar bij hij hem Verzogt dat de getrouwde Kompanies dienaren niet mogten na Madras Worden vervoerd en",BeingLeader,10-106
161,161,Verzogt,isOfType,10-114,8403-8410,Request,['10-113'],['10-112'],,,,,,,,,,Verzogt,['10-114'],"de verovering van Trinkonomale schreefde eerstgeteekende een brief aan den aldaar kommandeerenden Engelschen officier , Waar bij hij hem [ Verzogt ] dat de getrouwde Kompanies dienaren niet mogten na Madras Worden vervoerd en dat het fonds van de dia konij onaengeroerd",Request,10-114
162,162,getrouwde,evokes,10-117,8418-8427,BeingInARelationship,['10-118'],,,,,,,,,,,getrouwde,['10-117'],"Trinkonomale schreefde eerstgeteekende een brief aan den aldaar kommandeerenden Engelschen officier , Waar bij hij hem Verzogt dat de [ getrouwde ] Kompanies dienaren niet mogten na Madras Worden vervoerd en dat het fonds van de dia konij onaengeroerd nogt blijven .",BeingInARelationship,10-117
163,163,vervoerd,isOfType,10-125,8476-8484,Transportation,['10-116'],,,,,,,,['10-123'],,,vervoerd,['10-125'],"kommandeerenden Engelschen officier , Waar bij hij hem Verzogt dat de getrouwde Kompanies dienaren niet mogten na Madras Worden [ vervoerd ] en dat het fonds van de dia konij onaengeroerd nogt blijven . De heer Admiraal Hughes , die inmiddels met",Transportation,10-125
164,164,vertrokken,isOfType,10-151,8614-8624,Leaving,,['10-138'],,,,,,,['10-149'],,['10-146'],vertrokken,['10-151'],"dia konij onaengeroerd nogt blijven . De heer Admiraal Hughes , die inmiddels met zijn Vloot na Madras Was [ vertrokken ] , dog den 23 . febr : net tien scheeper te rugge k Wan , heeft bij een beleefden brief",Leaving,10-151
165,165,te,isOfType,10-162,8662-8664,Arriving[185],,['10-138'],,['10-155'],,,,,,,['10-160'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
166,166,rugge,isOfType,10-163,8665-8670,Arriving[185],,['10-138'],,['10-155'],,,,,,,['10-160'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
167,167,k,isOfType,10-164,8671-8672,Arriving[185],,['10-138'],,['10-155'],,,,,,,['10-160'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
168,168,Wan,isOfType,10-165,8673-8676,Arriving[185],,['10-138'],,['10-155'],,,,,,,['10-160'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
169,169,zenden,evokes,10-202,8882-8888,Transportation,"['10-195', '10-197']",,,,,,,,['10-199'],,,zenden,['10-202'],"door staat kurdige noodzakelijkheid gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras op te [ zenden ] , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen",Transportation,10-202
170,170,geplunderd,evokes,10-217,8969-8979,Getting,,,['10-214'],,,,,,,,,geplunderd,['10-217'],"na Madras op te zenden , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet [ geplunderd ] en hunne goederen aan hen in eigendom gehoorende aan hen gelaaten waaren , en dat 't fords van de armen",Getting,10-217
171,171,in,isOfType,10-223,9006-9008,HavingInPossession[186],['10-219'],,,,,,,,,,,in eigendom gehoorende,"['10-223', '10-224', '10-225']","maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen [ in eigendom gehoorende ] aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en aangelegd konde",HavingInPossession,10-225
172,172,eigendom,isOfType,10-224,9009-9017,HavingInPossession[186],['10-219'],,,,,,,,,,,in eigendom gehoorende,"['10-223', '10-224', '10-225']","maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen [ in eigendom gehoorende ] aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en aangelegd konde",HavingInPossession,10-225
173,173,gehoorende,isOfType,10-225,9018-9028,HavingInPossession[186],['10-219'],,,,,,,,,,,in eigendom gehoorende,"['10-223', '10-224', '10-225']","maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen [ in eigendom gehoorende ] aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en aangelegd konde",HavingInPossession,10-225
174,174,aan,isOfType,10-273,9286-9289,Giving[187],['10-261'],['10-257'],,,,,,,,,,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
175,175,tebieder,isOfType,10-274,9290-9298,Giving[187],['10-261'],['10-257'],,,,,,,,,,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
176,176,aan,isOfType,11-11,9357-9360,Giving[188],['11-14'],['11-3'],,,,['11-6'],,,,,,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
177,177,te,isOfType,11-12,9361-9363,Giving[188],['11-14'],['11-3'],,,,['11-6'],,,,,,te,['11-12'],"Nederduitsche Vertaaling onder de bijlaagen aan tebieder . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan [ te ] bieder kopijen van twee schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een",Giving,11-12
178,178,bieder,isOfType,11-13,9364-9370,Giving[188],['11-14'],['11-3'],,,,['11-6'],,,,,,bieder,['11-13'],"Vertaaling onder de bijlaagen aan tebieder . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te [ bieder ] kopijen van twee schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een portugeesch",Giving,11-13
179,179,aangebragt,isOfType,11-36,9493-9503,Arriving,,,,,,,['11-14'],,,,['11-32'],aangebragt,['11-36'],"schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een portugeesch Vaartuig alhier [ aangebragt ] , Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri Zig",Arriving,11-36
180,180,Vernielen,evokes,11-47,9549-9558,Attacking,['11-49'],['11-43'],['11-55'],,,,,,,,,Vernielen,['11-47'],"12:e deezer , met een portugeesch Vaartuig alhier aangebragt , Waar uit blijkt , dat de Engelschen door het [ Vernielen ] van het leger van Huider Ali bij Pallicheri Zig meester van het geheele Samarijnsche land gemaakt hebben , 't Welk",Attacking,11-47
181,181,meester,evokes,11-57,9607-9614,Occupation,['11-59'],['11-43'],,,,,,,,,,meester,['11-57'],"Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri Zig [ meester ] van het geheele Samarijnsche land gemaakt hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering ,",Occupation,11-57
182,182,beleegering,isOfType,11-76,9721-9732,Besieging,,,,,,,,,,,,beleegering,['11-76'],"meester van het geheele Samarijnsche land gemaakt hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een [ beleegering ] , Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is aangekoomen . Onder het sluijter deezes ontvangen",Besieging,11-76
183,183,aangekoomen,isOfType,11-90,9811-9822,Arriving,,['11-86'],,,,,,,,,,aangekoomen,['11-90'],"bedugt heeft gemaakt voor een beleegering , Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is [ aangekoomen ] . Onder het sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500",Arriving,11-90
184,184,ontvangen,evokes,11-96,9850-9859,Getting,['11-98'],['11-97'],,,,,,,,,,ontvangen,['11-96'],", Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is aangekoomen . Onder het sluijter deezes [ ontvangen ] Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis bezit van ons fort",Getting,11-96
185,185,bezit,isOfType,11-113,9936-9941,Occupation,['11-116'],"['11-102', '11-110']",,['11-105'],,,,,,,,bezit,['11-113'],"sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit ] van ons fort te Tutu Roeijn hebben genomen , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",Occupation,11-113
186,186,ondermijnen,isOfType,11-133,10035-10046,Damaging,['11-131'],['11-125'],,,,,,,,,,ondermijnen,['11-133'],"van ons fort te Tutu Roeijn hebben genomen , en dat dezelve reets bezig waren , om hetzelve te [ ondermijnen ] ten einde het te doen springen ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren",Damaging,11-133
187,187,te,isOfType,11-137,10061-10063,Destroying[189],['11-136'],['11-125'],,,,,,,,,,te doen springen,"['11-137', '11-138', '11-139']","Tutu Roeijn hebben genomen , en dat dezelve reets bezig waren , om hetzelve te ondermijnen ten einde het [ te doen springen ] ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren aangekomen Wij hebben de",Destroying,11-139
188,188,doen,isOfType,11-138,10064-10068,Destroying[189],['11-136'],['11-125'],,,,,,,,,,te doen springen,"['11-137', '11-138', '11-139']","Tutu Roeijn hebben genomen , en dat dezelve reets bezig waren , om hetzelve te ondermijnen ten einde het [ te doen springen ] ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren aangekomen Wij hebben de",Destroying,11-139
189,189,springen,isOfType,11-139,10069-10077,Destroying[189],['11-136'],['11-125'],,,,,,,,,,te doen springen,"['11-137', '11-138', '11-139']","Tutu Roeijn hebben genomen , en dat dezelve reets bezig waren , om hetzelve te ondermijnen ten einde het [ te doen springen ] ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren aangekomen Wij hebben de",Destroying,11-139
190,190,agtergelatene,evokes,11-149,10113-10126,LosingPossession,['11-150'],,,,,,,,,,,agtergelatene,['11-149'],om hetzelve te ondermijnen ten einde het te doen springen ; en Voorts dat nog Vier man van de [ agtergelatene ] bezetting te Manaar Waren aangekomen Wij hebben de Eer met schuldige eerbied en trouwe te zijn /:onderstond:/ Hoog Edele Groot,LosingPossession,11-149
191,191,aangekomen,isOfType,11-154,10153-10163,Arriving,,['11-145'],,,,,,,['11-152'],,,aangekomen,['11-154'],einde het te doen springen ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren [ aangekomen ] Wij hebben de Eer met schuldige eerbied en trouwe te zijn /:onderstond:/ Hoog Edele Groot Achtbaere Heer Wel Edele Gestrenge,Arriving,11-154
