,Unnamed: 0,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
149,149,vertrokken,isOfType,10-151,8614-8624,Leaving,,['10-138'],,,,,,,['10-148'],,,vertrokken,['10-151'],"dia konij onaengeroerd nogt blijven . De heer Admiraal Hughes , die inmiddels met zijn Vloot na Madras Was [ vertrokken ] , dog den 23 . febr : net tien scheeper te rugge k Wan , heeft bij een beleefden brief",Leaving,10-151
150,150,te,evokes,10-162,8662-8664,Arriving[237],,['10-138'],,['10-154'],,,,,,,['10-159'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
151,151,rugge,evokes,10-163,8665-8670,Arriving[237],,['10-138'],,['10-154'],,,,,,,['10-159'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
152,152,k,evokes,10-164,8671-8672,Arriving[237],,['10-138'],,['10-154'],,,,,,,['10-159'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
153,153,Wan,evokes,10-165,8673-8676,Arriving[237],,['10-138'],,['10-154'],,,,,,,['10-159'],te rugge k Wan,"['10-162', '10-163', '10-164', '10-165']","die inmiddels met zijn Vloot na Madras Was vertrokken , dog den 23 . febr : net tien scheeper [ te rugge k Wan ] , heeft bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij",Arriving,10-165
154,154,geantwoord,isOfType,10-179,8735-8745,SocialInteraction,['10-138'],['10-138'],,,['10-138'],,,,,,,geantwoord,['10-179'],"tien scheeper te rugge k Wan , heeft bij een beleefden brief Van den 28:e febr : daar op [ geantwoord ] , dat hij door staat kurdige noodzakelijkheid gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras",SocialInteraction,10-179
155,155,gedwongen,isOfType,10-187,8791-8800,ForceToAct,['10-182'],['10-184'],,,,,,,,,,gedwongen genoodzaakt,"['10-187', '10-188']","bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij door staat kurdige noodzakelijkheid [ gedwongen genoodzaakt ] was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras op te zenden , maar dat zij met",ForceToAct,10-188
156,156,genoodzaakt,isOfType,10-188,8801-8812,ForceToAct,['10-182'],['10-184'],,,,,,,,,,gedwongen genoodzaakt,"['10-187', '10-188']","bij een beleefden brief Van den 28:e febr : daar op geantwoord , dat hij door staat kurdige noodzakelijkheid [ gedwongen genoodzaakt ] was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras op te zenden , maar dat zij met",ForceToAct,10-188
157,157,op,evokes,10-200,8876-8878,Translocation[238],['10-192'],,,,,,,,['10-198'],,,op te zenden,"['10-200', '10-201', '10-202']","dat hij door staat kurdige noodzakelijkheid gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras [ op te zenden ] , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen",Translocation,10-202
158,158,te,evokes,10-201,8879-8881,Translocation[238],['10-192'],,,,,,,,['10-198'],,,op te zenden,"['10-200', '10-201', '10-202']","dat hij door staat kurdige noodzakelijkheid gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras [ op te zenden ] , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen",Translocation,10-202
159,159,zenden,evokes,10-202,8882-8888,Translocation[238],['10-192'],,,,,,,,['10-198'],,,op te zenden,"['10-200', '10-201', '10-202']","dat hij door staat kurdige noodzakelijkheid gedwongen genoodzaakt was geweest , veelen zo 5 getrouwden als ongetrouwden na Madras [ op te zenden ] , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen",Translocation,10-202
160,160,behandeld,isOfType,10-210,8929-8938,SocialInteraction,['10-206'],['10-206'],,,['10-206'],,,,,,,behandeld,['10-210'],", veelen zo 5 getrouwden als ongetrouwden na Madras op te zenden , maar dat zij met groote edelmoedigheid [ behandeld ] Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen in eigendom gehoorende aan hen gelaaten waaren ,",SocialInteraction,10-210
161,161,geplunderd,evokes,10-217,8969-8979,IntentionalDamaging,['10-214'],,,,,,,,,,,geplunderd,['10-217'],"na Madras op te zenden , maar dat zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet [ geplunderd ] en hunne goederen aan hen in eigendom gehoorende aan hen gelaaten waaren , en dat 't fords van de armen",IntentionalDamaging,10-217
162,162,gehoorende,evokes,10-225,9018-9028,HavingInPossession,['10-219'],['10-222'],,,,,,,,,,gehoorende,['10-225'],"zij met groote edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen in eigendom [ gehoorende ] aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en aangelegd konde Worden tot",HavingInPossession,10-225
163,163,gelaaten,evokes,10-228,9037-9045,HavingInPossession,['10-219'],['10-227'],,,,,,,,,,gelaaten,['10-228'],"edelmoedigheid behandeld Waren , Wijl hunne huisen niet geplunderd en hunne goederen aan hen in eigendom gehoorende aan hen [ gelaaten ] waaren , en dat 't fords van de armen onaangeroerd was gebleeven en aangelegd konde Worden tot nut Van de",HavingInPossession,10-228
164,164,aangelegd,evokes,10-242,9113-9122,Giving,['10-233'],,,,,['10-248'],,,,,,aangelegd,['10-242'],"in eigendom gehoorende aan hen gelaaten waaren , en dat 't fords van de armen onaangeroerd was gebleeven en [ aangelegd ] konde Worden tot nut Van de geenen , Waar toe het bestend was . Wij hebben de eer een afschrift",Giving,10-242
165,165,aan,isOfType,10-273,9286-9289,Giving[239],['10-261'],['10-257'],,,,,,,,,,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
166,166,tebieder,isOfType,10-274,9290-9298,Giving[239],['10-261'],['10-257'],,,,,,,,,,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
167,167,aan,isOfType,11-11,9357-9360,Giving[240],['11-14'],['11-3'],,,,['11-6'],,,,,,aan tebieder,"['10-273', '10-274']",bestend was . Wij hebben de eer een afschrift van deezen brief met een Nederduitsche Vertaaling onder de bijlaagen [ aan tebieder ] . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te bieder kopijen van twee schreete brieven,Giving,10-274
168,168,te,isOfType,11-12,9361-9363,Giving[240],['11-14'],['11-3'],,,,['11-6'],,,,,,te,['11-12'],"Nederduitsche Vertaaling onder de bijlaagen aan tebieder . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan [ te ] bieder kopijen van twee schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een",Giving,11-12
169,169,bieder,isOfType,11-13,9364-9370,Giving[240],['11-14'],['11-3'],,,,['11-6'],,,,,,bieder,['11-13'],"Vertaaling onder de bijlaagen aan tebieder . Voorts hebben Wij de eer UWe Hoog Edelheeden hier nevens aan te [ bieder ] kopijen van twee schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een portugeesch",Giving,11-13
170,170,aangebragt,evokes,11-36,9493-9503,Transportation,['11-14'],,,,,,,,['11-35'],,['11-31'],aangebragt,['11-36'],"schreete brieven van koetsjiem van den 24 : ' Iunuarij en 12:e deezer , met een portugeesch Vaartuig alhier [ aangebragt ] , Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri Zig",Transportation,11-36
171,171,Vernielen,isOfType,11-47,9549-9558,Destroying,['11-49'],['11-43'],['11-54'],,,,,,,,,Vernielen,['11-47'],"12:e deezer , met een portugeesch Vaartuig alhier aangebragt , Waar uit blijkt , dat de Engelschen door het [ Vernielen ] van het leger van Huider Ali bij Pallicheri Zig meester van het geheele Samarijnsche land gemaakt hebben , 't Welk",Destroying,11-47
172,172,meester,evokes,11-57,9607-9614,Occupation,['11-59'],['11-43'],,,,,,,,,,meester,['11-57'],"Waar uit blijkt , dat de Engelschen door het Vernielen van het leger van Huider Ali bij Pallicheri Zig [ meester ] van het geheele Samarijnsche land gemaakt hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering ,",Occupation,11-57
173,173,beleegering,isOfType,11-76,9721-9732,Besieging,['11-68'],,,,,,,,,,,beleegering,['11-76'],"meester van het geheele Samarijnsche land gemaakt hebben , 't Welk die van koetssien bedugt heeft gemaakt voor een [ beleegering ] , Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is aangekoomen . Onder het sluijter deezes ontvangen",Besieging,11-76
174,174,verminderd,isOfType,11-84,9776-9786,ScalarChange,['11-78'],,,,,,,,,,,verminderd,['11-84'],", 't Welk die van koetssien bedugt heeft gemaakt voor een beleegering , Welke beduchting tans echter werkelijk is [ verminderd ] nu de fransche Vloot is aangekoomen . Onder het sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den",ScalarChange,11-84
175,175,aangekoomen,isOfType,11-90,9811-9822,Arriving,,['11-86'],,,,,,,,,,aangekoomen,['11-90'],"bedugt heeft gemaakt voor een beleegering , Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is [ aangekoomen ] . Onder het sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500",Arriving,11-90
176,176,ontvangen,isOfType,11-96,9850-9859,Getting,['11-98'],['11-97'],,,,,,,,,,ontvangen,['11-96'],", Welke beduchting tans echter werkelijk is verminderd nu de fransche Vloot is aangekoomen . Onder het sluijter deezes [ ontvangen ] Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis bezit van ons fort",Getting,11-96
177,177,bezit,evokes,11-113,9936-9941,Occupation,['11-115'],['11-102'],,['11-104'],,,,,,,,bezit,['11-113'],"sluijter deezes ontvangen Wij berigt Van Manaar dat de Engelschen den 19 . ' februari met 500 . sipahis [ bezit ] van ons fort te Tutu Roeijn hebben genomen , en dat dezelve reets bezig waren , om hetzelve te ondermijnen",Occupation,11-113
178,178,springen,isOfType,11-139,10069-10077,Destroying,['11-136'],['11-102'],,,,,,,,,,springen,['11-139'],"hebben genomen , en dat dezelve reets bezig waren , om hetzelve te ondermijnen ten einde het te doen [ springen ] ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren aangekomen Wij hebben de Eer met",Destroying,11-139
179,179,aangekomen,isOfType,11-154,10153-10163,Arriving,,['11-145'],,,,,,,['11-151'],,,aangekomen,['11-154'],einde het te doen springen ; en Voorts dat nog Vier man van de agtergelatene bezetting te Manaar Waren [ aangekomen ] Wij hebben de Eer met schuldige eerbied en trouwe te zijn /:onderstond:/ Hoog Edele Groot Achtbaere Heer Wel Edele Gestrenge,Arriving,11-154
