,mention,anchor_type,mention_token_id,mention_character_id,eventclass,Patient_offsets,Agent_offsets,Location_offsets,Time_offsets,AgentPatient_offsets,Benefactive_offsets,Cargo_offsets,Source_offsets,Target_offsets,Path_offsets,Instrument_offsets,mention_span,mention_span_ids,mention_in_context,eventclass_no_number,last_token_id
132,Worpen,isOfType,8-216,5575-5581,ForceToAct[265],['8-198[143]'],['8-148[136]'],None,None,None,None,None,None,None,None,None,onder Worpen,"['8-215', '8-216']","wijl de Engelsche gezant , zo als de hofsgroten met veel Waarschijnelijkheid voorgeeven , zig aan het afgeschafte Ceremonieel [ onder Worpen ] , en ook alle landen aan den Koning aangeboden heeft : en hoewel Wij bij deeze geleegendheid in het",ForceToAct,8-216
133,afgaanden,evokes,8-267,5848-5857,Transportation,['8-269[144]'],None,None,None,None,None,None,None,['8-272[146]'],None,None,afgaanden,['8-267'],"dan de Engelschen , is echter de koopman Billingdie Volgens het bedeelde bij § 5 . Van onzer heeden [ afgaanden ] gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs komst op den troon te vergeluken ,",Transportation,8-267
134,Vertrokken,isOfType,8-273,5886-5896,Leaving,None,['8-269[145]'],None,None,None,None,None,None,['8-272[147]'],None,None,Vertrokken,['8-273'],"de koopman Billingdie Volgens het bedeelde bij § 5 . Van onzer heeden afgaanden gemeenen brief is na Randia [ Vertrokken ] , om den nieuwen Koning met desselfs komst op den troon te vergeluken , geinstrueerd alle middelen van overreding aan",Leaving,8-273
135,nieuwen,evokes,8-277,5905-5912,Replacing[266],None,['8-277[148]'],None,None,None,None,None,None,None,None,None,nieuwen Koning,"['8-277', '8-278']","het bedeelde bij § 5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den [ nieuwen Koning ] met desselfs komst op den troon te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om",Replacing,8-278
136,Koning,evokes,8-278,5913-5919,Replacing[266],None,['8-277[148]'],None,None,None,None,None,None,None,None,None,nieuwen Koning,"['8-277', '8-278']","het bedeelde bij § 5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den [ nieuwen Koning ] met desselfs komst op den troon te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om",Replacing,8-278
137,komst,isOfType,8-281,5933-5938,Replacing[267],None,['8-277[149]'],None,None,None,None,None,None,None,None,None,komst op den troon,"['8-281', '8-282', '8-283', '8-284']","5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs [ komst op den troon ] te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den",Replacing,8-284
138,op,isOfType,8-282,5939-5941,Replacing[267],None,['8-277[149]'],None,None,None,None,None,None,None,None,None,komst op den troon,"['8-281', '8-282', '8-283', '8-284']","5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs [ komst op den troon ] te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den",Replacing,8-284
139,den,isOfType,8-283,5942-5945,Replacing[267],None,['8-277[149]'],None,None,None,None,None,None,None,None,None,komst op den troon,"['8-281', '8-282', '8-283', '8-284']","5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs [ komst op den troon ] te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den",Replacing,8-284
140,troon,isOfType,8-284,5946-5951,Replacing[267],None,['8-277[149]'],None,None,None,None,None,None,None,None,None,komst op den troon,"['8-281', '8-282', '8-283', '8-284']","5 . Van onzer heeden afgaanden gemeenen brief is na Randia Vertrokken , om den nieuwen Koning met desselfs [ komst op den troon ] te vergeluken , geinstrueerd alle middelen van overreding aan te Wenden , om de zaaken op den",Replacing,8-284
141,overreding,evokes,8-292,5998-6008,SocialInteraction,['8-277[150]'],['8-277[150]'],None,None,['8-277[150]'],None,None,None,None,None,None,overreding,['8-292'],"Vertrokken , om den nieuwen Koning met desselfs komst op den troon te vergeluken , geinstrueerd alle middelen van [ overreding ] aan te Wenden , om de zaaken op den ouden Voet te houden , en Voor al tot geen meer",SocialInteraction,8-292
142,Verplicht,isOfType,8-314,6102-6111,ForceToAct[268],None,['8-277[151]'],None,None,None,None,None,None,None,None,None,Verplicht te worden,"['8-314', '8-315', '8-316']","Wenden , om de zaaken op den ouden Voet te houden , en Voor al tot geen meer Ceremonien [ Verplicht te worden ] , dan door de Engelschen ingewilligd is . Het stuk van de Stranden is echter een zaak van",ForceToAct,8-316
143,te,isOfType,8-315,6112-6114,ForceToAct[268],None,['8-277[151]'],None,None,None,None,None,None,None,None,None,Verplicht te worden,"['8-314', '8-315', '8-316']","Wenden , om de zaaken op den ouden Voet te houden , en Voor al tot geen meer Ceremonien [ Verplicht te worden ] , dan door de Engelschen ingewilligd is . Het stuk van de Stranden is echter een zaak van",ForceToAct,8-316
144,worden,isOfType,8-316,6115-6121,ForceToAct[268],None,['8-277[151]'],None,None,None,None,None,None,None,None,None,Verplicht te worden,"['8-314', '8-315', '8-316']","Wenden , om de zaaken op den ouden Voet te houden , en Voor al tot geen meer Ceremonien [ Verplicht te worden ] , dan door de Engelschen ingewilligd is . Het stuk van de Stranden is echter een zaak van",ForceToAct,8-316
145,gelast,evokes,9-26,6246-6252,ForceToAct,['9-24'],None,None,None,None,None,None,None,None,None,None,gelast,['9-26'],". Het stuk van de Stranden is echter een zaak van veel meer gewigt , en onze gezant is [ gelast ] , de eisschen daar toe met alle omzichtigheid te ontlegger , en indien geen en kele overredingen van vrugt zijn",ForceToAct,9-26
146,overredingen,evokes,9-43,6335-6347,SocialInteraction,['9-24'],['9-24'],None,None,['9-24'],None,None,None,None,None,None,overredingen,['9-43'],"gezant is gelast , de eisschen daar toe met alle omzichtigheid te ontlegger , en indien geen en kele [ overredingen ] van vrugt zijn , te beproeven om de Hofsgrooten van het meeste aanzien door geschenken en beloften van meerder daar",SocialInteraction,9-43
147,geschenken,isOfType,9-58,6423-6433,Giving,None,['9-24'],None,None,None,['9-51[152]'],None,None,None,None,None,geschenken,['9-58'],"indien geen en kele overredingen van vrugt zijn , te beproeven om de Hofsgrooten van het meeste aanzien door [ geschenken ] en beloften van meerder daar van # te doen afzien een afschrift van de instruksie voor gemelden gezant p nevens",Giving,9-58
148,beloften,evokes,9-60,6437-6445,Giving,None,['9-24'],None,None,None,['9-51[152]'],None,None,None,None,None,beloften,['9-60'],"en kele overredingen van vrugt zijn , te beproeven om de Hofsgrooten van het meeste aanzien door geschenken en [ beloften ] van meerder daar van # te doen afzien een afschrift van de instruksie voor gemelden gezant p nevens een kopij",Giving,9-60
149,aangebooden,evokes,9-94,6629-6640,Giving,"['9-69[153]', '9-79[154]']",None,None,None,None,['9-88[155]'],None,None,None,None,None,aangebooden,['9-94'],"gemelden gezant p nevens een kopij Van den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager [ aangebooden ] De te Gale binnen geloopene Fransche artillerij - kommandant heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie",Giving,9-94
150,binnen,isOfType,9-98,6652-6658,Arriving[269],None,['9-100[156]'],None,None,None,None,None,None,['9-97'],None,None,binnen geloopene,"['9-98', '9-99']","een kopij Van den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale [ binnen geloopene ] Fransche artillerij - kommandant heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie goederen en kruit ,",Arriving,9-99
151,geloopene,isOfType,9-99,6659-6668,Arriving[269],None,['9-100[156]'],None,None,None,None,None,None,['9-97'],None,None,binnen geloopene,"['9-98', '9-99']","een kopij Van den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale [ binnen geloopene ] Fransche artillerij - kommandant heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie goederen en kruit ,",Arriving,9-99
152,artillerij,isOfType,9-101,6678-6688,BeingLeader[270],['9-100[159]'],None,None,None,None,None,None,None,None,None,None,artillerij - kommandant,"['9-101', '9-102', '9-103']","den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche [ artillerij - kommandant ] heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie goederen en kruit , in steede van",BeingLeader,9-103
153,-,isOfType,9-102,6689-6690,BeingLeader[270],['9-100[159]'],None,None,None,None,None,None,None,None,None,None,artillerij - kommandant,"['9-101', '9-102', '9-103']","den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche [ artillerij - kommandant ] heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie goederen en kruit , in steede van",BeingLeader,9-103
154,kommandant,isOfType,9-103,6691-6701,BeingLeader[270],['9-100[159]'],None,None,None,None,None,None,None,None,None,None,artillerij - kommandant,"['9-101', '9-102', '9-103']","den brief aan den Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche [ artillerij - kommandant ] heeft Verzoek gedaan om geassisteerd te Worden met geschut , ammunitie goederen en kruit , in steede van",BeingLeader,9-103
155,Verzoek,isOfType,9-105,6708-6715,Request[271],None,['9-100[157]'],None,None,None,None,None,None,None,None,None,Verzoek gedaan,"['9-105', '9-106']","Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche artillerij - kommandant heeft [ Verzoek gedaan ] om geassisteerd te Worden met geschut , ammunitie goederen en kruit , in steede van 't geen zij met",Request,9-106
156,gedaan,isOfType,9-106,6716-6722,Request[271],None,['9-100[157]'],None,None,None,None,None,None,None,None,None,Verzoek gedaan,"['9-105', '9-106']","Koning Word Uwe Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche artillerij - kommandant heeft [ Verzoek gedaan ] om geassisteerd te Worden met geschut , ammunitie goederen en kruit , in steede van 't geen zij met",Request,9-106
157,geassisteerd,evokes,9-108,6726-6738,Collaboration[272],['9-100[158]'],None,None,None,None,None,None,None,None,None,None,geassisteerd te Worden,"['9-108', '9-109', '9-110']","Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche artillerij - kommandant heeft Verzoek gedaan om [ geassisteerd te Worden ] met geschut , ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston",Collaboration,9-110
158,te,evokes,9-109,6739-6741,Collaboration[272],['9-100[158]'],None,None,None,None,None,None,None,None,None,None,geassisteerd te Worden,"['9-108', '9-109', '9-110']","Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche artillerij - kommandant heeft Verzoek gedaan om [ geassisteerd te Worden ] met geschut , ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston",Collaboration,9-110
159,Worden,evokes,9-110,6742-6748,Collaboration[272],['9-100[158]'],None,None,None,None,None,None,None,None,None,None,geassisteerd te Worden,"['9-108', '9-109', '9-110']","Hoogedel heeden onder de bijlaager aangebooden De te Gale binnen geloopene Fransche artillerij - kommandant heeft Verzoek gedaan om [ geassisteerd te Worden ] met geschut , ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston",Collaboration,9-110
160,Verloren,isOfType,9-129,6850-6858,LosingPossession[273],['9-126[160]'],['9-124'],None,None,None,None,None,None,None,None,None,Verloren hebben,"['9-129', '9-130']","Worden met geschut , ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston [ Verloren hebben ] onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig assistent sie",LosingPossession,9-130
161,hebben,isOfType,9-130,6859-6865,LosingPossession[273],['9-126[160]'],['9-124'],None,None,None,None,None,None,None,None,None,Verloren hebben,"['9-129', '9-130']","Worden met geschut , ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston [ Verloren hebben ] onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig assistent sie",LosingPossession,9-130
162,voorraad,isOfType,9-132,6871-6879,HavingInPossession,['9-134[161]'],['9-131'],None,None,None,None,None,None,None,None,None,voorraad,['9-132'],", ammunitie goederen en kruit , in steede van 't geen zij met het transportschip Lauriston Verloren hebben onze [ voorraad ] van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig assistent sie zullen kunnen bewijzen",HavingInPossession,9-132
163,assistent,evokes,9-148,6955-6964,Collaboration[274],"['9-146', '9-145']",None,None,None,None,None,None,None,None,None,None,assistent sie zullen kunnen bewijzen,"['9-148', '9-149', '9-150', '9-151', '9-152']","Verloren hebben onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig [ assistent sie zullen kunnen bewijzen ] maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze Voorraad te Kolombo ,",Collaboration,9-152
164,sie,evokes,9-149,6965-6968,Collaboration[274],"['9-146', '9-145']",None,None,None,None,None,None,None,None,None,None,assistent sie zullen kunnen bewijzen,"['9-148', '9-149', '9-150', '9-151', '9-152']","Verloren hebben onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig [ assistent sie zullen kunnen bewijzen ] maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze Voorraad te Kolombo ,",Collaboration,9-152
165,zullen,evokes,9-150,6969-6975,Collaboration[274],"['9-146', '9-145']",None,None,None,None,None,None,None,None,None,None,assistent sie zullen kunnen bewijzen,"['9-148', '9-149', '9-150', '9-151', '9-152']","Verloren hebben onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig [ assistent sie zullen kunnen bewijzen ] maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze Voorraad te Kolombo ,",Collaboration,9-152
166,kunnen,evokes,9-151,6976-6982,Collaboration[274],"['9-146', '9-145']",None,None,None,None,None,None,None,None,None,None,assistent sie zullen kunnen bewijzen,"['9-148', '9-149', '9-150', '9-151', '9-152']","Verloren hebben onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig [ assistent sie zullen kunnen bewijzen ] maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze Voorraad te Kolombo ,",Collaboration,9-152
167,bewijzen,evokes,9-152,6983-6991,Collaboration[274],"['9-146', '9-145']",None,None,None,None,None,None,None,None,None,None,assistent sie zullen kunnen bewijzen,"['9-148', '9-149', '9-150', '9-151', '9-152']","Verloren hebben onze voorraad van geschut en Verde re ammunitie goederen is zo klein , dat Wij hen Weirig [ assistent sie zullen kunnen bewijzen ] maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze Voorraad te Kolombo ,",Collaboration,9-152
168,moeten,evokes,9-160,7037-7043,Giving[275],['9-157[162]'],"['9-156', '9-145']",None,None,None,['9-146'],None,None,None,None,None,moeten belooven,"['9-160', '9-161']","zo klein , dat Wij hen Weirig assistent sie zullen kunnen bewijzen maar kruit hebben wij Vijftig duizend ponden [ moeten belooven ] , schoon onze Voorraad te Kolombo , Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen",Giving,9-161
169,belooven,evokes,9-161,7044-7052,Giving[275],['9-157[162]'],"['9-156', '9-145']",None,None,None,['9-146'],None,None,None,None,None,moeten belooven,"['9-160', '9-161']","zo klein , dat Wij hen Weirig assistent sie zullen kunnen bewijzen maar kruit hebben wij Vijftig duizend ponden [ moeten belooven ] , schoon onze Voorraad te Kolombo , Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen",Giving,9-161
170,Voorraad,isOfType,9-165,7066-7074,HavingInPossession,['9-154'],['9-164'],None,None,None,None,None,None,None,None,None,Voorraad,['9-165'],"hen Weirig assistent sie zullen kunnen bewijzen maar kruit hebben wij Vijftig duizend ponden moeten belooven , schoon onze [ Voorraad ] te Kolombo , Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo",HavingInPossession,9-165
171,in,isOfType,9-188,7205-7207,HavingInPossession[276],['9-172[163]'],['9-185'],None,None,None,None,None,None,None,None,None,in zijne magazijnen te hebben,"['9-188', '9-189', '9-190', '9-191', '9-192']","Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde [ in zijne magazijnen te hebben ] . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te brengen , door",HavingInPossession,9-192
172,zijne,isOfType,9-189,7208-7213,HavingInPossession[276],['9-172[163]'],['9-185'],None,None,None,None,None,None,None,None,None,in zijne magazijnen te hebben,"['9-188', '9-189', '9-190', '9-191', '9-192']","Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde [ in zijne magazijnen te hebben ] . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te brengen , door",HavingInPossession,9-192
173,magazijnen,isOfType,9-190,7214-7224,HavingInPossession[276],['9-172[163]'],['9-185'],None,None,None,None,None,None,None,None,None,in zijne magazijnen te hebben,"['9-188', '9-189', '9-190', '9-191', '9-192']","Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde [ in zijne magazijnen te hebben ] . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te brengen , door",HavingInPossession,9-192
174,te,isOfType,9-191,7225-7227,HavingInPossession[276],['9-172[163]'],['9-185'],None,None,None,None,None,None,None,None,None,in zijne magazijnen te hebben,"['9-188', '9-189', '9-190', '9-191', '9-192']","Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde [ in zijne magazijnen te hebben ] . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te brengen , door",HavingInPossession,9-192
175,hebben,isOfType,9-192,7228-7234,HavingInPossession[276],['9-172[163]'],['9-185'],None,None,None,None,None,None,None,None,None,in zijne magazijnen te hebben,"['9-188', '9-189', '9-190', '9-191', '9-192']","Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde [ in zijne magazijnen te hebben ] . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te brengen , door",HavingInPossession,9-192
176,in,evokes,9-203,7299-7301,Getting[277],['9-200[164]'],['9-194'],None,None,None,None,None,None,None,None,None,in zijne magazijnen te hebben,"['9-188', '9-189', '9-190', '9-191', '9-192']","Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde [ in zijne magazijnen te hebben ] . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te brengen , door",Getting,9-192
177,Voorraad,evokes,9-204,7302-7310,Getting[277],['9-200[164]'],['9-194'],None,None,None,None,None,None,None,None,None,Voorraad,['9-204'],"kolombo alleen behoorde in zijne magazijnen te hebben . Onze kruitmolens zijn niet in staat een toereikende quantiteit in [ Voorraad ] te brengen , door gebrek aan Zwavel zoo Wel als door de gesteldheid van de molens zelvendie Voor geen Zwaare",Getting,9-204
178,te,evokes,9-205,7311-7313,Getting[277],['9-200[164]'],['9-194'],None,None,None,None,None,None,None,None,None,in zijne magazijnen te hebben,"['9-188', '9-189', '9-190', '9-191', '9-192']","Gale en Jaffenapatnam niet veel boven de vierde halfhonderd duizend is beloopen zal , hoe veel kolombo alleen behoorde [ in zijne magazijnen te hebben ] . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te brengen , door",Getting,9-192
179,brengen,evokes,9-206,7314-7321,Getting[277],['9-200[164]'],['9-194'],None,None,None,None,None,None,None,None,None,brengen,['9-206'],"behoorde in zijne magazijnen te hebben . Onze kruitmolens zijn niet in staat een toereikende quantiteit in Voorraad te [ brengen ] , door gebrek aan Zwavel zoo Wel als door de gesteldheid van de molens zelvendie Voor geen Zwaare leverancien gemaakt",Getting,9-206
180,Verzoeken,isOfType,9-230,7449-7458,Request,['9-235[165]'],['9-229'],None,None,None,None,None,None,None,None,None,Verzoeken,['9-230'],"Zwavel zoo Wel als door de gesteldheid van de molens zelvendie Voor geen Zwaare leverancien gemaakt zijn . Wij [ Verzoeken ] derhalven ootmoedig , dat UWe Hoogedelheeden ons zo niet 5 . p meer , ter minsten andere Vijftig duizend ponden",Request,9-230
181,toete,isOfType,9-253,7583-7588,Giving[278],['9-248[167]'],['9-235[166]'],None,None,None,['9-237'],None,None,None,None,None,toete zenden,"['9-253', '9-254']","dat UWe Hoogedelheeden ons zo niet 5 . p meer , ter minsten andere Vijftig duizend ponden kruit gelieven [ toete zenden ] , en dat indien dit kruit in de drie schepen niet # geheel mocht hunnen geborgen worden , daar",Giving,9-254
182,zenden,isOfType,9-254,7589-7595,Giving[278],['9-248[167]'],['9-235[166]'],None,None,None,['9-237'],None,None,None,None,None,toete zenden,"['9-253', '9-254']","dat UWe Hoogedelheeden ons zo niet 5 . p meer , ter minsten andere Vijftig duizend ponden kruit gelieven [ toete zenden ] , en dat indien dit kruit in de drie schepen niet # geheel mocht hunnen geborgen worden , daar",Giving,9-254
183,geborgen,evokes,9-270,7667-7675,HavingInPossession[279],['9-259[168]'],['9-262[169]'],None,None,None,None,None,None,None,None,None,geborgen worden,"['9-270', '9-271']","kruit gelieven toete zenden , en dat indien dit kruit in de drie schepen niet # geheel mocht hunnen [ geborgen worden ] , daar toe worden gebuukt een of twee sloepen , die Wij buiten des zeer nodig hebben . De",HavingInPossession,9-271
184,worden,evokes,9-271,7676-7682,HavingInPossession[279],['9-259[168]'],['9-262[169]'],None,None,None,None,None,None,None,None,None,geborgen worden,"['9-270', '9-271']","kruit gelieven toete zenden , en dat indien dit kruit in de drie schepen niet # geheel mocht hunnen [ geborgen worden ] , daar toe worden gebuukt een of twee sloepen , die Wij buiten des zeer nodig hebben . De",HavingInPossession,9-271
185,meede,evokes,10-10,7816-7821,Transportation[280],['10-7[172]'],['10-1[170]'],None,None,None,None,None,None,None,None,None,meede gebragt,"['10-10', '10-11']","sloepen , die Wij buiten des zeer nodig hebben . De Franschen hebben zoo men hoord niet veel geld [ meede gebragt ] , en zullen dus ongetwijffeld spoedig bij ons aanzoe k er om doen , en wij zullen het hen",Transportation,10-11
186,gebragt,evokes,10-11,7822-7829,Transportation[280],['10-7[172]'],['10-1[170]'],None,None,None,None,None,None,None,None,None,meede gebragt,"['10-10', '10-11']","sloepen , die Wij buiten des zeer nodig hebben . De Franschen hebben zoo men hoord niet veel geld [ meede gebragt ] , en zullen dus ongetwijffeld spoedig bij ons aanzoe k er om doen , en wij zullen het hen",Transportation,10-11
187,aanzoe,isOfType,10-20,7875-7881,Request[281],['10-19'],['10-1[171]'],None,None,None,None,None,None,None,None,None,aanzoe k er,"['10-20', '10-21', '10-22']","De Franschen hebben zoo men hoord niet veel geld meede gebragt , en zullen dus ongetwijffeld spoedig bij ons [ aanzoe k er ] om doen , en wij zullen het hen , om het groot nut , 't geen wij in",Request,10-22
188,k,isOfType,10-21,7882-7883,Request[281],['10-19'],['10-1[171]'],None,None,None,None,None,None,None,None,None,aanzoe k er,"['10-20', '10-21', '10-22']","De Franschen hebben zoo men hoord niet veel geld meede gebragt , en zullen dus ongetwijffeld spoedig bij ons [ aanzoe k er ] om doen , en wij zullen het hen , om het groot nut , 't geen wij in",Request,10-22
189,er,isOfType,10-22,7884-7886,Request[281],['10-19'],['10-1[171]'],None,None,None,None,None,None,None,None,None,aanzoe k er,"['10-20', '10-21', '10-22']","De Franschen hebben zoo men hoord niet veel geld meede gebragt , en zullen dus ongetwijffeld spoedig bij ons [ aanzoe k er ] om doen , en wij zullen het hen , om het groot nut , 't geen wij in",Request,10-22
190,verblijf,evokes,10-46,7984-7992,BeingAtAPlace,"['10-45', '10-1[170]']",None,['10-48[173]'],None,None,None,None,None,None,None,None,verblijf,['10-46'],"wij zullen het hen , om het groot nut , 't geen wij in den tegenwoordigen tijd van hun [ verblijf ] in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet moge verminderd",BeingAtAPlace,10-46
191,Verzoeken,isOfType,10-57,8045-8054,Request,None,['10-56'],None,None,None,None,None,None,None,None,None,Verzoeken,['10-57'],"geen wij in den tegenwoordigen tijd van hun verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij [ Verzoeken ] derhalven dat onze eisch van geld niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij",Request,10-57
192,eisch,isOfType,10-61,8074-8079,Request[282],None,['10-60[175]'],None,None,None,None,None,None,None,None,None,eisch van geld,"['10-61', '10-62', '10-63']","tegenwoordigen tijd van hun verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze [ eisch van geld ] niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood",Request,10-63
193,van,isOfType,10-62,8080-8083,Request[282],None,['10-60[175]'],None,None,None,None,None,None,None,None,None,eisch van geld,"['10-61', '10-62', '10-63']","tegenwoordigen tijd van hun verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze [ eisch van geld ] niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood",Request,10-63
194,geld,isOfType,10-63,8084-8088,Request[282],None,['10-60[175]'],None,None,None,None,None,None,None,None,None,eisch van geld,"['10-61', '10-62', '10-63']","tegenwoordigen tijd van hun verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze [ eisch van geld ] niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood",Request,10-63
195,moge,evokes,10-65,8094-8098,HavingInternalState-[283],['10-60[174]'],None,None,None,None,None,None,None,None,None,None,moge verminderd Worden,"['10-65', '10-66', '10-67']","verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet [ moge verminderd Worden ] , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood bij partikulieren Weinig geld",HavingInternalState-,10-67
196,verminderd,evokes,10-66,8099-8109,HavingInternalState-[283],['10-60[174]'],None,None,None,None,None,None,None,None,None,None,moge verminderd Worden,"['10-65', '10-66', '10-67']","verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet [ moge verminderd Worden ] , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood bij partikulieren Weinig geld",HavingInternalState-,10-67
197,Worden,evokes,10-67,8110-8116,HavingInternalState-[283],['10-60[174]'],None,None,None,None,None,None,None,None,None,None,moge verminderd Worden,"['10-65', '10-66', '10-67']","verblijf in deeze gewesten treken , niet kunnen Weigeren . Wij Verzoeken derhalven dat onze eisch van geld niet [ moge verminderd Worden ] , alzo er geen Vertier is van koopmanschappen en wij in tijd van rood bij partikulieren Weinig geld",HavingInternalState-,10-67
198,tijd,isOfType,10-79,8172-8176,HavingInternalState-[284],['10-77'],None,None,None,None,None,None,None,None,None,None,tijd van rood,"['10-79', '10-80', '10-81']","onze eisch van geld niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in [ tijd van rood ] bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde",HavingInternalState-,10-81
199,van,isOfType,10-80,8177-8180,HavingInternalState-[284],['10-77'],None,None,None,None,None,None,None,None,None,None,tijd van rood,"['10-79', '10-80', '10-81']","onze eisch van geld niet moge verminderd Worden , alzo er geen Vertier is van koopmanschappen en wij in [ tijd van rood ] bij partikulieren Weinig geld zonder Vinder . Na dat Wij tijding erlangden Wegens de verovering van Trinkonomale schreefde",HavingInternalState-,10-81
